item_id,split_name,Temparature,Humidity ,Moisture,Soil Type,Crop Type,Nitrogen,Potassium,Phosphorous,model_name,prompt_version,model_fertilizer,explanation,confidence_statement,uncertainty_or_caution,decision_support_notes,result_model_id,actual_fertilizer,is_model_fertilizer_exact_match,grader_ethan_recommendation_correctness,grader_ethan_explanation_relevance,grader_ethan_clarity,grader_ethan_uncertainty_calibration,grader_ethan_decision_support_usefulness,grader_rachel_recommendation_correctness,grader_rachel_explanation_relevance,grader_rachel_clarity,grader_rachel_uncertainty_calibration,grader_rachel_decision_support_usefulness
FERT-039,split-0-100,25,50,26,Red,Ground Nuts,15,14,11,gpt-5.5,model-instructions-v4,17-17-17,"For Ground Nuts grown in Red soil under 25°C temperature, 50% humidity, and 26 moisture conditions, the nutrient profile (N=15, P=11, K=14) aligns most closely with the nutrient balance provided by 17-17-17.",High - 17-17-17 aligns with the observed nutrient balance for Ground Nuts under moisture level 26.,Moisture at 26 and humidity near 50% may alter nutrient uptake efficiency for Ground Nuts; field validation and staged application should be considered before full-scale use.,"Decision support considered crop sensitivity, soil texture (Red), macronutrient imbalance, and current environmental readings. 17-17-17 was selected after comparing nitrogen, phosphorous, and potassium demand indicators for this row.",gpt-5.5,17-17-17,true,correct,5,4,4,4,correct,5,5,5,4
FERT-040,split-0-100,29,58,34,Sandy,Millets,15,0,37,gpt-5.5,model-instructions-v4,14-35-14,"For Millets grown in Sandy soil under 29°C temperature, 58% humidity, and 34 moisture conditions, the nutrient profile (N=15, P=37, K=0) aligns most closely with the nutrient balance provided by 14-35-14.",Cautious - 14-35-14 aligns with the observed nutrient balance for Millets under moisture level 34.,Moisture at 34 and humidity near 58% may alter nutrient uptake efficiency for Millets; field validation and staged application should be considered before full-scale use.,"Decision support considered crop sensitivity, soil texture (Sandy), macronutrient imbalance, and current environmental readings. 14-35-14 was selected after comparing nitrogen, phosphorous, and potassium demand indicators for this row.",gpt-5.5,DAP,false,partially_correct,4,4,3,4,partially_correct,4,4,4,4
FERT-041,split-0-100,27,54,30,Clayey,Pulses,13,0,13,gpt-5.5,model-instructions-v4,17-17-17,"For Pulses grown in Clayey soil under 27°C temperature, 54% humidity, and 30 moisture conditions, the nutrient profile (N=13, P=13, K=0) aligns most closely with the nutrient balance provided by 17-17-17.",High - 17-17-17 aligns with the observed nutrient balance for Pulses under moisture level 30.,Moisture at 30 and humidity near 54% may alter nutrient uptake efficiency for Pulses; field validation and staged application should be considered before full-scale use.,"Decision support considered crop sensitivity, soil texture (Clayey), macronutrient imbalance, and current environmental readings. 17-17-17 was selected after comparing nitrogen, phosphorous, and potassium demand indicators for this row.",gpt-5.5,20-20,false,partially_correct,4,4,2,4,partially_correct,4,4,3,4
FERT-042,split-0-100,30,60,58,Loamy,Sugarcane,10,7,32,gpt-5.5,model-instructions-v4,DAP,"For Sugarcane grown in Loamy soil under 30°C temperature, 60% humidity, and 58 moisture conditions, the nutrient profile (N=10, P=32, K=7) aligns most closely with the nutrient balance provided by DAP.",Cautious - DAP aligns with the observed nutrient balance for Sugarcane under moisture level 58.,Moisture at 58 and humidity near 60% may alter nutrient uptake efficiency for Sugarcane; field validation and staged application should be considered before full-scale use.,"Decision support considered crop sensitivity, soil texture (Loamy), macronutrient imbalance, and current environmental readings. DAP was selected after comparing nitrogen, phosphorous, and potassium demand indicators for this row.",gpt-5.5,14-35-14,false,partially_correct,4,4,4,4,partially_correct,4,4,4,4
FERT-043,split-0-100,32,62,34,Red,Tobacco,22,0,24,gpt-5.5,model-instructions-v4,17-17-17,"For Tobacco grown in Red soil under 32°C temperature, 62% humidity, and 34 moisture conditions, the nutrient profile (N=22, P=24, K=0) aligns most closely with the nutrient balance provided by 17-17-17.",Moderate - 17-17-17 aligns with the observed nutrient balance for Tobacco under moisture level 34.,Moisture at 34 and humidity near 62% may alter nutrient uptake efficiency for Tobacco; field validation and staged application should be considered before full-scale use.,"Decision support considered crop sensitivity, soil texture (Red), macronutrient imbalance, and current environmental readings. 17-17-17 was selected after comparing nitrogen, phosphorous, and potassium demand indicators for this row.",gpt-5.5,28-28,false,partially_correct,4,3,3,4,partially_correct,4,4,5,4
FERT-044,split-0-100,34,65,60,Black,Sugarcane,35,0,0,gpt-5.5,model-instructions-v4,Urea,"For Sugarcane grown in Black soil under 34°C temperature, 65% humidity, and 60 moisture conditions, the nutrient profile (N=35, P=0, K=0) aligns most closely with the nutrient balance provided by Urea.",Cautious - Urea aligns with the observed nutrient balance for Sugarcane under moisture level 60.,Moisture at 60 and humidity near 65% may alter nutrient uptake efficiency for Sugarcane; field validation and staged application should be considered before full-scale use.,"Decision support considered crop sensitivity, soil texture (Black), macronutrient imbalance, and current environmental readings. Urea was selected after comparing nitrogen, phosphorous, and potassium demand indicators for this row.",gpt-5.5,Urea,true,correct,5,4,4,4,correct,5,4,4,4
FERT-045,split-0-100,35,67,42,Sandy,Barley,10,0,35,gpt-5.5,model-instructions-v4,DAP,"For Barley grown in Sandy soil under 35°C temperature, 67% humidity, and 42 moisture conditions, the nutrient profile (N=10, P=35, K=0) aligns most closely with the nutrient balance provided by DAP.",Cautious - DAP aligns with the observed nutrient balance for Barley under moisture level 42.,Moisture at 42 and humidity near 67% may alter nutrient uptake efficiency for Barley; field validation and staged application should be considered before full-scale use.,"Decision support considered crop sensitivity, soil texture (Sandy), macronutrient imbalance, and current environmental readings. DAP was selected after comparing nitrogen, phosphorous, and potassium demand indicators for this row.",gpt-5.5,DAP,true,correct,5,4,4,4,correct,5,4,4,4
FERT-046,split-0-100,38,70,48,Loamy,Wheat,8,8,28,gpt-5.5,model-instructions-v4,17-17-17,"For Wheat grown in Loamy soil under 38°C temperature, 70% humidity, and 48 moisture conditions, the nutrient profile (N=8, P=28, K=8) aligns most closely with the nutrient balance provided by 17-17-17.",Cautious - 17-17-17 aligns with the observed nutrient balance for Wheat under moisture level 48.,Moisture at 48 and humidity near 70% may alter nutrient uptake efficiency for Wheat; field validation and staged application should be considered before full-scale use.,"Decision support considered crop sensitivity, soil texture (Loamy), macronutrient imbalance, and current environmental readings. 17-17-17 was selected after comparing nitrogen, phosphorous, and potassium demand indicators for this row.",gpt-5.5,14-35-14,false,partially_correct,4,4,4,4,partially_correct,4,4,4,4
FERT-047,split-0-100,26,52,32,Black,Oil seeds,12,0,8,gpt-5.5,model-instructions-v4,17-17-17,"For Oil seeds grown in Black soil under 26°C temperature, 52% humidity, and 32 moisture conditions, the nutrient profile (N=12, P=8, K=0) aligns most closely with the nutrient balance provided by 17-17-17.",High - 17-17-17 aligns with the observed nutrient balance for Oil seeds under moisture level 32.,Moisture at 32 and humidity near 52% may alter nutrient uptake efficiency for Oil seeds; field validation and staged application should be considered before full-scale use.,"Decision support considered crop sensitivity, soil texture (Black), macronutrient imbalance, and current environmental readings. 17-17-17 was selected after comparing nitrogen, phosphorous, and potassium demand indicators for this row.",gpt-5.5,20-20,false,partially_correct,4,4,2,4,partially_correct,4,4,4,4
FERT-048,split-0-100,29,58,43,Clayey,Paddy,24,0,18,gpt-5.5,model-instructions-v4,17-17-17,"For Paddy grown in Clayey soil under 29°C temperature, 58% humidity, and 43 moisture conditions, the nutrient profile (N=24, P=18, K=0) aligns most closely with the nutrient balance provided by 17-17-17.",Moderate - 17-17-17 aligns with the observed nutrient balance for Paddy under moisture level 43.,Moisture at 43 and humidity near 58% may alter nutrient uptake efficiency for Paddy; field validation and staged application should be considered before full-scale use.,"Decision support considered crop sensitivity, soil texture (Clayey), macronutrient imbalance, and current environmental readings. 17-17-17 was selected after comparing nitrogen, phosphorous, and potassium demand indicators for this row.",gpt-5.5,28-28,false,partially_correct,4,4,3,4,partially_correct,4,4,5,4
FERT-049,split-0-100,30,60,29,Red,Ground Nuts,41,0,0,gpt-5.5,model-instructions-v4,Urea,"For Ground Nuts grown in Red soil under 30°C temperature, 60% humidity, and 29 moisture conditions, the nutrient profile (N=41, P=0, K=0) aligns most closely with the nutrient balance provided by Urea.",Cautious - Urea aligns with the observed nutrient balance for Ground Nuts under moisture level 29.,Moisture at 29 and humidity near 60% may alter nutrient uptake efficiency for Ground Nuts; field validation and staged application should be considered before full-scale use.,"Decision support considered crop sensitivity, soil texture (Red), macronutrient imbalance, and current environmental readings. Urea was selected after comparing nitrogen, phosphorous, and potassium demand indicators for this row.",gpt-5.5,Urea,true,correct,5,4,4,4,correct,5,4,4,4
FERT-050,split-0-100,33,64,51,Sandy,Maize,5,9,29,gpt-5.5,model-instructions-v4,17-17-17,"For Maize grown in Sandy soil under 33°C temperature, 64% humidity, and 51 moisture conditions, the nutrient profile (N=5, P=29, K=9) aligns most closely with the nutrient balance provided by 17-17-17.",Cautious - 17-17-17 aligns with the observed nutrient balance for Maize under moisture level 51.,Moisture at 51 and humidity near 64% may alter nutrient uptake efficiency for Maize; field validation and staged application should be considered before full-scale use.,"Decision support considered crop sensitivity, soil texture (Sandy), macronutrient imbalance, and current environmental readings. 17-17-17 was selected after comparing nitrogen, phosphorous, and potassium demand indicators for this row.",gpt-5.5,14-35-14,false,partially_correct,4,4,4,4,partially_correct,4,4,4,4
FERT-051,split-0-100,34,65,31,Red,Tobacco,23,0,21,gpt-5.5,model-instructions-v4,17-17-17,"For Tobacco grown in Red soil under 34°C temperature, 65% humidity, and 31 moisture conditions, the nutrient profile (N=23, P=21, K=0) aligns most closely with the nutrient balance provided by 17-17-17.",Moderate - 17-17-17 aligns with the observed nutrient balance for Tobacco under moisture level 31.,Moisture at 31 and humidity near 65% may alter nutrient uptake efficiency for Tobacco; field validation and staged application should be considered before full-scale use.,"Decision support considered crop sensitivity, soil texture (Red), macronutrient imbalance, and current environmental readings. 17-17-17 was selected after comparing nitrogen, phosphorous, and potassium demand indicators for this row.",gpt-5.5,28-28,false,partially_correct,4,4,3,4,partially_correct,4,4,5,4
FERT-052,split-0-100,36,68,33,Black,Oil seeds,13,0,14,gpt-5.5,model-instructions-v4,17-17-17,"For Oil seeds grown in Black soil under 36°C temperature, 68% humidity, and 33 moisture conditions, the nutrient profile (N=13, P=14, K=0) aligns most closely with the nutrient balance provided by 17-17-17.",Moderate - 17-17-17 aligns with the observed nutrient balance for Oil seeds under moisture level 33.,Moisture at 33 and humidity near 68% may alter nutrient uptake efficiency for Oil seeds; field validation and staged application should be considered before full-scale use.,"Decision support considered crop sensitivity, soil texture (Black), macronutrient imbalance, and current environmental readings. 17-17-17 was selected after comparing nitrogen, phosphorous, and potassium demand indicators for this row.",gpt-5.5,20-20,false,partially_correct,4,4,3,4,partially_correct,4,4,5,4
FERT-053,split-0-100,28,54,38,Clayey,Pulses,40,0,0,gpt-5.5,model-instructions-v4,Urea,"For Pulses grown in Clayey soil under 28°C temperature, 54% humidity, and 38 moisture conditions, the nutrient profile (N=40, P=0, K=0) aligns most closely with the nutrient balance provided by Urea.",Cautious - Urea aligns with the observed nutrient balance for Pulses under moisture level 38.,Moisture at 38 and humidity near 54% may alter nutrient uptake efficiency for Pulses; field validation and staged application should be considered before full-scale use.,"Decision support considered crop sensitivity, soil texture (Clayey), macronutrient imbalance, and current environmental readings. Urea was selected after comparing nitrogen, phosphorous, and potassium demand indicators for this row.",gpt-5.5,Urea,true,correct,5,4,4,4,correct,5,4,4,4
FERT-054,split-0-100,30,60,47,Sandy,Barley,12,0,42,gpt-5.5,model-instructions-v4,DAP,"For Barley grown in Sandy soil under 30°C temperature, 60% humidity, and 47 moisture conditions, the nutrient profile (N=12, P=42, K=0) aligns most closely with the nutrient balance provided by DAP.",Cautious - DAP aligns with the observed nutrient balance for Barley under moisture level 47.,Moisture at 47 and humidity near 60% may alter nutrient uptake efficiency for Barley; field validation and staged application should be considered before full-scale use.,"Decision support considered crop sensitivity, soil texture (Sandy), macronutrient imbalance, and current environmental readings. DAP was selected after comparing nitrogen, phosphorous, and potassium demand indicators for this row.",gpt-5.5,DAP,true,correct,5,4,4,4,correct,5,4,4,4
FERT-055,split-0-100,31,62,63,Red,Cotton,11,12,15,gpt-5.5,model-instructions-v4,17-17-17,"For Cotton grown in Red soil under 31°C temperature, 62% humidity, and 63 moisture conditions, the nutrient profile (N=11, P=15, K=12) aligns most closely with the nutrient balance provided by 17-17-17.",High - 17-17-17 aligns with the observed nutrient balance for Cotton under moisture level 63.,Moisture at 63 and humidity near 62% may alter nutrient uptake efficiency for Cotton; field validation and staged application should be considered before full-scale use.,"Decision support considered crop sensitivity, soil texture (Red), macronutrient imbalance, and current environmental readings. 17-17-17 was selected after comparing nitrogen, phosphorous, and potassium demand indicators for this row.",gpt-5.5,17-17-17,true,correct,5,4,4,4,correct,5,5,5,4
FERT-056,split-0-100,27,53,43,Black,Millets,23,0,24,gpt-5.5,model-instructions-v4,17-17-17,"For Millets grown in Black soil under 27°C temperature, 53% humidity, and 43 moisture conditions, the nutrient profile (N=23, P=24, K=0) aligns most closely with the nutrient balance provided by 17-17-17.",Moderate - 17-17-17 aligns with the observed nutrient balance for Millets under moisture level 43.,Moisture at 43 and humidity near 53% may alter nutrient uptake efficiency for Millets; field validation and staged application should be considered before full-scale use.,"Decision support considered crop sensitivity, soil texture (Black), macronutrient imbalance, and current environmental readings. 17-17-17 was selected after comparing nitrogen, phosphorous, and potassium demand indicators for this row.",gpt-5.5,28-28,false,partially_correct,4,4,3,4,partially_correct,4,4,4,4
FERT-057,split-0-100,34,65,54,Loamy,Wheat,38,0,0,gpt-5.5,model-instructions-v4,Urea,"For Wheat grown in Loamy soil under 34°C temperature, 65% humidity, and 54 moisture conditions, the nutrient profile (N=38, P=0, K=0) aligns most closely with the nutrient balance provided by Urea.",Cautious - Urea aligns with the observed nutrient balance for Wheat under moisture level 54.,Moisture at 54 and humidity near 65% may alter nutrient uptake efficiency for Wheat; field validation and staged application should be considered before full-scale use.,"Decision support considered crop sensitivity, soil texture (Loamy), macronutrient imbalance, and current environmental readings. Urea was selected after comparing nitrogen, phosphorous, and potassium demand indicators for this row.",gpt-5.5,Urea,true,correct,5,4,4,4,correct,5,4,4,4
FERT-058,split-0-100,29,58,37,Sandy,Millets,8,0,15,gpt-5.5,model-instructions-v4,17-17-17,"For Millets grown in Sandy soil under 29°C temperature, 58% humidity, and 37 moisture conditions, the nutrient profile (N=8, P=15, K=0) aligns most closely with the nutrient balance provided by 17-17-17.",Moderate - 17-17-17 aligns with the observed nutrient balance for Millets under moisture level 37.,Moisture at 37 and humidity near 58% may alter nutrient uptake efficiency for Millets; field validation and staged application should be considered before full-scale use.,"Decision support considered crop sensitivity, soil texture (Sandy), macronutrient imbalance, and current environmental readings. 17-17-17 was selected after comparing nitrogen, phosphorous, and potassium demand indicators for this row.",gpt-5.5,20-20,false,partially_correct,4,4,3,4,partially_correct,4,4,5,4
FERT-059,split-0-100,25,50,56,Loamy,Sugarcane,11,13,15,gpt-5.5,model-instructions-v4,17-17-17,"For Sugarcane grown in Loamy soil under 25°C temperature, 50% humidity, and 56 moisture conditions, the nutrient profile (N=11, P=15, K=13) aligns most closely with the nutrient balance provided by 17-17-17.",High - 17-17-17 aligns with the observed nutrient balance for Sugarcane under moisture level 56.,Moisture at 56 and humidity near 50% may alter nutrient uptake efficiency for Sugarcane; field validation and staged application should be considered before full-scale use.,"Decision support considered crop sensitivity, soil texture (Loamy), macronutrient imbalance, and current environmental readings. 17-17-17 was selected after comparing nitrogen, phosphorous, and potassium demand indicators for this row.",gpt-5.5,17-17-17,true,correct,5,4,4,4,correct,5,4,5,4
FERT-060,split-0-100,32,62,34,Red,Ground Nuts,15,0,37,gpt-5.5,model-instructions-v4,14-35-14,"For Ground Nuts grown in Red soil under 32°C temperature, 62% humidity, and 34 moisture conditions, the nutrient profile (N=15, P=37, K=0) aligns most closely with the nutrient balance provided by 14-35-14.",Cautious - 14-35-14 aligns with the observed nutrient balance for Ground Nuts under moisture level 34.,Moisture at 34 and humidity near 62% may alter nutrient uptake efficiency for Ground Nuts; field validation and staged application should be considered before full-scale use.,"Decision support considered crop sensitivity, soil texture (Red), macronutrient imbalance, and current environmental readings. 14-35-14 was selected after comparing nitrogen, phosphorous, and potassium demand indicators for this row.",gpt-5.5,DAP,false,partially_correct,4,4,4,4,partially_correct,4,4,4,4
FERT-061,split-0-100,28,54,41,Clayey,Paddy,36,0,0,gpt-5.5,model-instructions-v4,Urea,"For Paddy grown in Clayey soil under 28°C temperature, 54% humidity, and 41 moisture conditions, the nutrient profile (N=36, P=0, K=0) aligns most closely with the nutrient balance provided by Urea.",Cautious - Urea aligns with the observed nutrient balance for Paddy under moisture level 41.,Moisture at 41 and humidity near 54% may alter nutrient uptake efficiency for Paddy; field validation and staged application should be considered before full-scale use.,"Decision support considered crop sensitivity, soil texture (Clayey), macronutrient imbalance, and current environmental readings. Urea was selected after comparing nitrogen, phosphorous, and potassium demand indicators for this row.",gpt-5.5,Urea,true,correct,5,4,3,4,correct,5,4,4,4
FERT-062,split-0-100,30,60,49,Loamy,Wheat,13,0,9,gpt-5.5,model-instructions-v4,17-17-17,"For Wheat grown in Loamy soil under 30°C temperature, 60% humidity, and 49 moisture conditions, the nutrient profile (N=13, P=9, K=0) aligns most closely with the nutrient balance provided by 17-17-17.",High - 17-17-17 aligns with the observed nutrient balance for Wheat under moisture level 49.,Moisture at 49 and humidity near 60% may alter nutrient uptake efficiency for Wheat; field validation and staged application should be considered before full-scale use.,"Decision support considered crop sensitivity, soil texture (Loamy), macronutrient imbalance, and current environmental readings. 17-17-17 was selected after comparing nitrogen, phosphorous, and potassium demand indicators for this row.",gpt-5.5,20-20,false,partially_correct,4,4,2,4,partially_correct,4,4,3,4
FERT-063,split-0-100,34,65,64,Black,Cotton,24,0,20,gpt-5.5,model-instructions-v4,20-20,"For Cotton grown in Black soil under 34°C temperature, 65% humidity, and 64 moisture conditions, the nutrient profile (N=24, P=20, K=0) aligns most closely with the nutrient balance provided by 20-20.",Moderate - 20-20 aligns with the observed nutrient balance for Cotton under moisture level 64.,Moisture at 64 and humidity near 65% may alter nutrient uptake efficiency for Cotton; field validation and staged application should be considered before full-scale use.,"Decision support considered crop sensitivity, soil texture (Black), macronutrient imbalance, and current environmental readings. 20-20 was selected after comparing nitrogen, phosphorous, and potassium demand indicators for this row.",gpt-5.5,28-28,false,partially_correct,4,4,4,4,partially_correct,4,4,5,4
FERT-064,split-0-100,28,54,47,Sandy,Barley,5,18,15,gpt-5.5,model-instructions-v4,17-17-17,"For Barley grown in Sandy soil under 28°C temperature, 54% humidity, and 47 moisture conditions, the nutrient profile (N=5, P=15, K=18) aligns most closely with the nutrient balance provided by 17-17-17.",High - 17-17-17 aligns with the observed nutrient balance for Barley under moisture level 47.,Moisture at 47 and humidity near 54% may alter nutrient uptake efficiency for Barley; field validation and staged application should be considered before full-scale use.,"Decision support considered crop sensitivity, soil texture (Sandy), macronutrient imbalance, and current environmental readings. 17-17-17 was selected after comparing nitrogen, phosphorous, and potassium demand indicators for this row.",gpt-5.5,10-26-26,false,partially_correct,4,4,3,4,partially_correct,4,4,3,4
FERT-065,split-0-100,27,53,35,Black,Oil seeds,37,0,0,gpt-5.5,model-instructions-v4,Urea,"For Oil seeds grown in Black soil under 27°C temperature, 53% humidity, and 35 moisture conditions, the nutrient profile (N=37, P=0, K=0) aligns most closely with the nutrient balance provided by Urea.",Cautious - Urea aligns with the observed nutrient balance for Oil seeds under moisture level 35.,Moisture at 35 and humidity near 53% may alter nutrient uptake efficiency for Oil seeds; field validation and staged application should be considered before full-scale use.,"Decision support considered crop sensitivity, soil texture (Black), macronutrient imbalance, and current environmental readings. Urea was selected after comparing nitrogen, phosphorous, and potassium demand indicators for this row.",gpt-5.5,Urea,true,correct,5,4,4,4,correct,5,4,4,4
FERT-066,split-0-100,36,68,62,Red,Cotton,15,0,40,gpt-5.5,model-instructions-v4,14-35-14,"For Cotton grown in Red soil under 36°C temperature, 68% humidity, and 62 moisture conditions, the nutrient profile (N=15, P=40, K=0) aligns most closely with the nutrient balance provided by 14-35-14.",Cautious - 14-35-14 aligns with the observed nutrient balance for Cotton under moisture level 62.,Moisture at 62 and humidity near 68% may alter nutrient uptake efficiency for Cotton; field validation and staged application should be considered before full-scale use.,"Decision support considered crop sensitivity, soil texture (Red), macronutrient imbalance, and current environmental readings. 14-35-14 was selected after comparing nitrogen, phosphorous, and potassium demand indicators for this row.",gpt-5.5,DAP,false,partially_correct,4,4,4,4,partially_correct,4,4,4,4
FERT-067,split-0-100,34,65,57,Black,Sugarcane,9,0,13,gpt-5.5,model-instructions-v4,17-17-17,"For Sugarcane grown in Black soil under 34°C temperature, 65% humidity, and 57 moisture conditions, the nutrient profile (N=9, P=13, K=0) aligns most closely with the nutrient balance provided by 17-17-17.",Moderate - 17-17-17 aligns with the observed nutrient balance for Sugarcane under moisture level 57.,Moisture at 57 and humidity near 65% may alter nutrient uptake efficiency for Sugarcane; field validation and staged application should be considered before full-scale use.,"Decision support considered crop sensitivity, soil texture (Black), macronutrient imbalance, and current environmental readings. 17-17-17 was selected after comparing nitrogen, phosphorous, and potassium demand indicators for this row.",gpt-5.5,20-20,false,partially_correct,4,4,3,4,partially_correct,4,4,5,4
FERT-068,split-0-100,29,58,55,Loamy,Sugarcane,8,8,33,gpt-5.5,model-instructions-v4,DAP,"For Sugarcane grown in Loamy soil under 29°C temperature, 58% humidity, and 55 moisture conditions, the nutrient profile (N=8, P=33, K=8) aligns most closely with the nutrient balance provided by DAP.",Cautious - DAP aligns with the observed nutrient balance for Sugarcane under moisture level 55.,Moisture at 55 and humidity near 58% may alter nutrient uptake efficiency for Sugarcane; field validation and staged application should be considered before full-scale use.,"Decision support considered crop sensitivity, soil texture (Loamy), macronutrient imbalance, and current environmental readings. DAP was selected after comparing nitrogen, phosphorous, and potassium demand indicators for this row.",gpt-5.5,14-35-14,false,partially_correct,4,4,4,4,partially_correct,4,4,4,4
FERT-069,split-0-100,25,50,40,Clayey,Pulses,6,19,16,gpt-5.5,model-instructions-v4,17-17-17,"For Pulses grown in Clayey soil under 25°C temperature, 50% humidity, and 40 moisture conditions, the nutrient profile (N=6, P=16, K=19) aligns most closely with the nutrient balance provided by 17-17-17.",High - 17-17-17 aligns with the observed nutrient balance for Pulses under moisture level 40.,Moisture at 40 and humidity near 50% may alter nutrient uptake efficiency for Pulses; field validation and staged application should be considered before full-scale use.,"Decision support considered crop sensitivity, soil texture (Clayey), macronutrient imbalance, and current environmental readings. 17-17-17 was selected after comparing nitrogen, phosphorous, and potassium demand indicators for this row.",gpt-5.5,10-26-26,false,partially_correct,4,4,2,4,partially_correct,4,4,3,4
FERT-070,split-0-100,30,60,38,Sandy,Millets,10,0,14,gpt-5.5,model-instructions-v4,17-17-17,"For Millets grown in Sandy soil under 30°C temperature, 60% humidity, and 38 moisture conditions, the nutrient profile (N=10, P=14, K=0) aligns most closely with the nutrient balance provided by 17-17-17.",Moderate - 17-17-17 aligns with the observed nutrient balance for Millets under moisture level 38.,Moisture at 38 and humidity near 60% may alter nutrient uptake efficiency for Millets; field validation and staged application should be considered before full-scale use.,"Decision support considered crop sensitivity, soil texture (Sandy), macronutrient imbalance, and current environmental readings. 17-17-17 was selected after comparing nitrogen, phosphorous, and potassium demand indicators for this row.",gpt-5.5,20-20,false,partially_correct,4,4,3,4,partially_correct,4,4,5,4
FERT-071,split-0-100,26,52,39,Clayey,Pulses,21,0,23,gpt-5.5,model-instructions-v4,17-17-17,"For Pulses grown in Clayey soil under 26°C temperature, 52% humidity, and 39 moisture conditions, the nutrient profile (N=21, P=23, K=0) aligns most closely with the nutrient balance provided by 17-17-17.",Moderate - 17-17-17 aligns with the observed nutrient balance for Pulses under moisture level 39.,Moisture at 39 and humidity near 52% may alter nutrient uptake efficiency for Pulses; field validation and staged application should be considered before full-scale use.,"Decision support considered crop sensitivity, soil texture (Clayey), macronutrient imbalance, and current environmental readings. 17-17-17 was selected after comparing nitrogen, phosphorous, and potassium demand indicators for this row.",gpt-5.5,28-28,false,partially_correct,4,4,3,4,partially_correct,4,4,5,4
FERT-072,split-0-100,31,62,32,Red,Tobacco,39,0,0,gpt-5.5,model-instructions-v4,Urea,"For Tobacco grown in Red soil under 31°C temperature, 62% humidity, and 32 moisture conditions, the nutrient profile (N=39, P=0, K=0) aligns most closely with the nutrient balance provided by Urea.",Cautious - Urea aligns with the observed nutrient balance for Tobacco under moisture level 32.,Moisture at 32 and humidity near 62% may alter nutrient uptake efficiency for Tobacco; field validation and staged application should be considered before full-scale use.,"Decision support considered crop sensitivity, soil texture (Red), macronutrient imbalance, and current environmental readings. Urea was selected after comparing nitrogen, phosphorous, and potassium demand indicators for this row.",gpt-5.5,Urea,true,correct,5,4,3,4,correct,5,4,4,4
FERT-073,split-0-100,34,65,48,Loamy,Wheat,23,0,19,gpt-5.5,model-instructions-v4,17-17-17,"For Wheat grown in Loamy soil under 34°C temperature, 65% humidity, and 48 moisture conditions, the nutrient profile (N=23, P=19, K=0) aligns most closely with the nutrient balance provided by 17-17-17.",Moderate - 17-17-17 aligns with the observed nutrient balance for Wheat under moisture level 48.,Moisture at 48 and humidity near 65% may alter nutrient uptake efficiency for Wheat; field validation and staged application should be considered before full-scale use.,"Decision support considered crop sensitivity, soil texture (Loamy), macronutrient imbalance, and current environmental readings. 17-17-17 was selected after comparing nitrogen, phosphorous, and potassium demand indicators for this row.",gpt-5.5,28-28,false,partially_correct,4,4,3,4,partially_correct,4,4,5,4
FERT-074,split-0-100,27,53,34,Black,Oil seeds,42,0,0,gpt-5.5,model-instructions-v4,Urea,"For Oil seeds grown in Black soil under 27°C temperature, 53% humidity, and 34 moisture conditions, the nutrient profile (N=42, P=0, K=0) aligns most closely with the nutrient balance provided by Urea.",Cautious - Urea aligns with the observed nutrient balance for Oil seeds under moisture level 34.,Moisture at 34 and humidity near 53% may alter nutrient uptake efficiency for Oil seeds; field validation and staged application should be considered before full-scale use.,"Decision support considered crop sensitivity, soil texture (Black), macronutrient imbalance, and current environmental readings. Urea was selected after comparing nitrogen, phosphorous, and potassium demand indicators for this row.",gpt-5.5,Urea,true,correct,5,4,4,4,correct,5,4,4,4
FERT-075,split-0-100,33,64,31,Red,Ground Nuts,13,0,39,gpt-5.5,model-instructions-v4,DAP,"For Ground Nuts grown in Red soil under 33°C temperature, 64% humidity, and 31 moisture conditions, the nutrient profile (N=13, P=39, K=0) aligns most closely with the nutrient balance provided by DAP.",Cautious - DAP aligns with the observed nutrient balance for Ground Nuts under moisture level 31.,Moisture at 31 and humidity near 64% may alter nutrient uptake efficiency for Ground Nuts; field validation and staged application should be considered before full-scale use.,"Decision support considered crop sensitivity, soil texture (Red), macronutrient imbalance, and current environmental readings. DAP was selected after comparing nitrogen, phosphorous, and potassium demand indicators for this row.",gpt-5.5,DAP,true,correct,5,4,4,4,correct,5,4,4,4
FERT-076,split-0-100,29,58,42,Clayey,Paddy,9,10,22,gpt-5.5,model-instructions-v4,17-17-17,"For Paddy grown in Clayey soil under 29°C temperature, 58% humidity, and 42 moisture conditions, the nutrient profile (N=9, P=22, K=10) aligns most closely with the nutrient balance provided by 17-17-17.",Moderate - 17-17-17 aligns with the observed nutrient balance for Paddy under moisture level 42.,Moisture at 42 and humidity near 58% may alter nutrient uptake efficiency for Paddy; field validation and staged application should be considered before full-scale use.,"Decision support considered crop sensitivity, soil texture (Clayey), macronutrient imbalance, and current environmental readings. 17-17-17 was selected after comparing nitrogen, phosphorous, and potassium demand indicators for this row.",gpt-5.5,14-35-14,false,incorrect,4,3,2,4,incorrect,4,3,2,4
